jurisdiction,year_month,offender_profiles,arrestee,forensic_profiles,investigations_aided,ndis_labs
Hawaii,2008-02-01,3708,NA,90,9,1
Hawaii,2008-03-01,3708,NA,90,9,1
Hawaii,2008-04-01,3708,NA,90,9,1
Hawaii,2008-05-01,7808,NA,116,18,1
Hawaii,2008-06-01,9561,NA,141,27,1
Hawaii,2008-07-01,NA,NA,NA,27,1
Hawaii,2008-08-01,10011,NA,160,36,1
Hawaii,2008-09-01,10525,NA,161,37,1
Hawaii,2008-10-01,11207,NA,167,38,1
Hawaii,2008-11-01,11527,NA,177,42,1
Hawaii,2008-12-01,11549,NA,181,43,1
Hawaii,2009-01-01,11587,NA,187,45,1
Hawaii,2009-02-01,12097,NA,201,55,1
Hawaii,2009-03-01,12954,NA,205,55,1
Hawaii,2009-04-01,14055,NA,222,58,1
Hawaii,2009-05-01,14483,NA,233,67,1
Hawaii,2009-06-01,14483,NA,235,77,1
Hawaii,2009-07-01,14483,NA,242,78,1
Hawaii,2009-08-01,NA,NA,NA,NA,1
Hawaii,2009-11-01,15138,NA,271,95,1
Hawaii,2009-12-01,15138,NA,275,95,1
Hawaii,2010-01-01,15138,NA,277,97,1
Hawaii,2010-02-01,15138,NA,280,98,1
Hawaii,2010-04-01,15474,NA,299,104,1
Hawaii,2010-05-01,15642,NA,304,106,1
Hawaii,2010-06-01,15789,NA,308,107,1
Hawaii,2010-07-01,15954,NA,313,107,1
Hawaii,2010-08-01,16468,NA,322,110,1
Hawaii,2010-11-01,17437,NA,377,141,1
Hawaii,2010-12-01,17588,NA,380,144,1
Hawaii,2011-02-01,17966,NA,421,161,1
Hawaii,2011-07-01,21599,NA,514,204,1
Hawaii,2011-08-01,22879,NA,531,221,1
Hawaii,2011-09-01,23794,NA,536,235,1
Hawaii,2011-10-01,23869,NA,586,245,1
Hawaii,2012-05-01,25377,0,663,285,1
Hawaii,2012-06-01,25377,0,670,292,1
Hawaii,2012-07-01,25735,0,685,303,1
Hawaii,2012-08-01,25818,0,692,304,1
Hawaii,2012-09-01,26078,0,707,311,1
Hawaii,2012-11-01,26343,0,712,317,1
Hawaii,2012-12-01,26343,0,713,317,1
Hawaii,2013-01-01,26687,0,718,317,1
Hawaii,2013-03-01,27174,0,731,326,1
Hawaii,2013-04-01,27256,0,733,326,1
Hawaii,2013-06-01,27440,0,755,343,1
Hawaii,2013-07-01,NA,0,759,343,1
Hawaii,2013-08-01,27567,0,759,344,1
Hawaii,2013-11-01,27823,0,768,349,1
Hawaii,2013-12-01,27823,0,769,349,1
Hawaii,2014-05-01,28334,0,788,361,1
Hawaii,2014-08-01,29078,0,802,373,1
Hawaii,2014-09-01,29229,0,805,379,1
Hawaii,2014-10-01,29895,0,809,381,1
Hawaii,2014-11-01,29895,0,813,383,1
Hawaii,2014-12-01,29895,0,813,385,1
Hawaii,2015-01-01,29895,0,813,385,1
Hawaii,2015-02-01,30125,0,821,385,1
Hawaii,2015-03-01,30285,0,827,393,1
Hawaii,2015-04-01,30295,0,831,398,1
Hawaii,2015-05-01,30374,0,846,398,1
Hawaii,2015-06-01,30455,0,850,398,1
Hawaii,2015-09-01,31514,0,857,402,1
Hawaii,2015-11-01,32440,0,863,411,1
Hawaii,2015-12-01,32440,0,865,414,1
Hawaii,2016-01-01,32868,0,867,414,1
Hawaii,2016-02-01,33206,0,869,415,1
Hawaii,2016-03-01,33575,0,873,415,1
Hawaii,2016-11-01,34062,0,907,443,1
Hawaii,2016-12-01,34100,0,910,446,1
Hawaii,2017-02-01,34923,0,941,467,1
Hawaii,2017-03-01,34923,0,941,467,1
Hawaii,2017-04-01,34923,0,972,470,1
Hawaii,2017-05-01,34928,0,981,473,1
Hawaii,2017-07-01,35170,0,1011,491,1
Hawaii,2017-08-01,35422,0,1039,497,1
Hawaii,2017-09-01,35750,0,1064,506,1
Hawaii,2017-10-01,35750,0,1074,515,1
Hawaii,2017-12-01,35826,0,1149,528,1
Hawaii,2018-01-01,36061,0,1155,587,1
Hawaii,2018-03-01,36162,0,1216,NA,1
Hawaii,2018-04-01,36417,0,1328,553,1
Hawaii,2018-05-01,36492,0,1330,557,1
Hawaii,2018-07-01,36748,0,1492,581,1
Hawaii,2018-09-01,36855,0,1548,660,1
Hawaii,2018-10-01,36863,0,1562,666,1
Hawaii,2018-12-01,36939,0,1621,700,1
Hawaii,2019-01-01,36946,0,1630,707,1
Hawaii,2019-02-01,36950,0,1641,707,1
Hawaii,2019-03-01,37027,0,1659,717,1
Hawaii,2019-04-01,37224,0,1672,717,1
Hawaii,2019-05-01,38200,0,1685,717,1
Hawaii,2019-06-01,38208,0,1715,739,1
Hawaii,2019-08-01,38380,0,1736,764,1
Hawaii,2019-09-01,38490,0,1745,764,1
Hawaii,2019-10-01,38495,0,1753,768,1
Hawaii,2019-11-01,38901,0,1762,768,1
Hawaii,2020-01-01,39163,0,1787,768,1
Hawaii,2020-02-01,39286,0,1809,790,1
Hawaii,2020-03-01,39306,0,1822,800,1
Hawaii,2020-04-01,39382,0,1837,805,1
Hawaii,2020-05-01,39382,0,1854,809,1
Hawaii,2020-06-01,39385,0,1872,809,1
Hawaii,2020-07-01,39385,0,1892,813,1
Hawaii,2020-09-01,39399,0,1930,828,1
Hawaii,2020-10-01,39562,0,1948,828,1
Hawaii,2020-11-01,39576,0,1968,851,1
Hawaii,2020-12-01,39582,0,1978,863,1
Hawaii,2021-01-01,39583,0,1998,863,1
Hawaii,2021-02-01,39711,0,2029,874,1
Hawaii,2021-03-01,39977,0,2048,900,1
Hawaii,2021-04-01,39990,0,2074,908,1
Hawaii,2021-06-01,40034,0,2108,920,1
Hawaii,2021-07-01,40037,0,2121,930,1
Hawaii,2021-08-01,40039,0,2130,934,1
Hawaii,2021-10-01,NA,0,2196,952,1
Hawaii,2022-11-01,40700,0,2383,1061,1
Hawaii,2023-08-01,41013,0,2514,1114,1
Hawaii,2024-02-01,41703,0,2582,1172,1
Hawaii,2024-10-01,42268,0,2713,1243,1
Hawaii,2024-11-01,42447,0,2717,1249,1
Hawaii,2025-01-01,42672,0,2727,1256,1
Hawaii,2025-03-01,42834,0,2745,1268,1
Hawaii,2025-04-01,42921,0,2754,1274,1
Hawaii,2025-06-01,43148,0,2778,1284,1
Idaho,2001-07-01,0,NA,0,0,1
Idaho,2001-08-01,0,NA,0,0,1
Idaho,2001-09-01,0,NA,0,0,1
Idaho,2001-11-01,0,NA,0,0,1
Idaho,2001-12-01,0,NA,0,0,1
Idaho,2002-08-01,406,NA,31,0,1
Idaho,2002-10-01,2124,NA,37,0,1
Idaho,2003-06-01,2563,NA,58,4,1
Idaho,2003-08-01,2563,NA,58,4,1
Idaho,2003-12-01,2563,NA,63,4,1
Idaho,2004-02-01,2563,NA,63,4,1
Idaho,2004-04-01,2563,NA,79,4,1
Idaho,2004-06-01,2563,NA,79,4,1
Idaho,2004-07-01,2563,NA,79,4,1
Idaho,2004-08-01,2563,NA,79,4,1
Idaho,2004-09-01,2563,NA,79,4,1
Idaho,2004-10-01,2563,NA,79,4,1
Idaho,2004-11-01,2563,NA,79,4,1
Idaho,2004-12-01,2563,NA,79,4,1
Idaho,2005-01-01,2563,NA,NA,4,1
Idaho,2005-02-01,2563,NA,NA,4,1
Idaho,2005-03-01,2563,NA,74,4,1
Idaho,2005-04-01,2563,NA,74,4,1
Idaho,2005-05-01,2563,NA,74,4,1
Idaho,2005-06-01,2563,NA,74,4,1
Idaho,2005-07-01,2563,NA,74,4,1
Idaho,2005-08-01,2563,NA,74,4,1
Idaho,2005-09-01,2563,NA,74,4,1
Idaho,2005-10-01,2563,NA,74,4,1
Idaho,2005-11-01,2563,NA,74,4,1
Idaho,2005-12-01,3092,NA,87,4,1
Idaho,2006-01-01,3092,NA,87,4,1
Idaho,2006-02-01,3092,NA,87,4,1
Idaho,2006-03-01,3092,NA,101,4,1
Idaho,2006-04-01,3092,NA,101,4,1
Idaho,2006-05-01,3093,NA,124,4,1
Idaho,2006-06-01,3605,NA,124,4,1
Idaho,2006-07-01,3605,NA,124,5,1
Idaho,2006-08-01,3605,NA,124,5,1
Idaho,2006-09-01,3605,NA,124,5,1
Idaho,2006-10-01,3605,NA,138,5,1
Idaho,2006-11-01,3605,NA,138,5,1
Idaho,2006-12-01,3605,NA,138,5,1
Idaho,2007-01-01,3605,NA,138,5,1
Idaho,2007-02-01,3606,NA,146,6,1
Idaho,2007-03-01,3606,NA,146,6,1
Idaho,2007-04-01,3606,NA,152,6,1
Idaho,2007-05-01,3606,NA,152,7,1
Idaho,2007-06-01,3606,NA,155,7,1
Idaho,2007-07-01,3606,NA,155,7,1
Idaho,2007-08-01,3606,NA,155,7,1
Idaho,2007-09-01,3606,NA,155,7,1
Idaho,2007-10-01,3606,NA,165,7,1
Idaho,2007-11-01,3606,NA,165,7,1
Idaho,2007-12-01,3606,NA,172,7,1
Idaho,2008-01-01,3606,NA,172,7,1
Idaho,2008-02-01,3606,NA,172,7,1
Idaho,2008-03-01,3606,NA,172,7,1
Idaho,2008-04-01,3606,NA,172,7,1
Idaho,2008-05-01,3614,NA,185,7,1
Idaho,2008-06-01,3614,NA,189,7,1
Idaho,2008-07-01,3614,NA,NA,7,1
Idaho,2008-08-01,3614,NA,193,7,1
Idaho,2008-09-01,3614,NA,199,8,1
Idaho,2008-10-01,3614,NA,201,8,1
Idaho,2008-11-01,3614,NA,201,8,1
Idaho,2008-12-01,3614,NA,201,8,1
Idaho,2009-01-01,3614,NA,204,8,1
Idaho,2009-02-01,3614,NA,206,8,1
Idaho,2009-03-01,3614,NA,206,8,1
Idaho,2009-04-01,3614,NA,214,8,1
Idaho,2009-05-01,3614,NA,214,8,1
Idaho,2009-06-01,3614,NA,215,8,1
Idaho,2009-07-01,3614,NA,215,8,1
Idaho,2009-08-01,3614,NA,NA,NA,1
Idaho,2009-11-01,3614,NA,218,8,1
Idaho,2009-12-01,3615,NA,223,8,1
Idaho,2010-01-01,3964,NA,225,8,1
Idaho,2010-02-01,3964,NA,226,8,1
Idaho,2010-04-01,3964,NA,232,9,1
Idaho,2010-05-01,3964,NA,232,9,1
Idaho,2010-06-01,3976,NA,237,10,1
Idaho,2010-07-01,3976,NA,237,10,1
Idaho,2010-08-01,3976,NA,237,10,1
Idaho,2010-11-01,3976,NA,248,11,1
Idaho,2010-12-01,4038,NA,249,11,1
Idaho,2011-02-01,4622,NA,251,14,1
Idaho,2011-07-01,5753,NA,270,17,1
Idaho,2011-08-01,5753,NA,271,17,1
Idaho,2011-09-01,5789,NA,275,17,1
Idaho,2011-10-01,5789,NA,275,18,1
Idaho,2012-05-01,6504,0,298,18,1
Idaho,2012-06-01,6691,0,302,18,1
Idaho,2012-07-01,6768,0,305,21,1
Idaho,2012-08-01,6875,0,305,23,1
Idaho,2012-09-01,7616,0,313,23,1
Idaho,2012-11-01,9246,0,317,25,1
Idaho,2012-12-01,10422,0,322,25,1
Idaho,2013-01-01,10788,0,322,25,1
Idaho,2013-03-01,12240,0,328,25,1
Idaho,2013-04-01,13453,0,329,25,1
Idaho,2013-06-01,14893,0,338,25,1
Idaho,2013-07-01,15197,0,345,25,1
Idaho,2013-08-01,15197,0,346,25,1
Idaho,2013-11-01,17587,0,360,25,1
Idaho,2013-12-01,18485,0,360,30,1
Idaho,2014-05-01,21728,0,377,31,1
Idaho,2014-08-01,28480,0,387,31,1
Idaho,2014-09-01,28557,0,388,31,1
Idaho,2014-10-01,28630,0,388,31,1
Idaho,2014-11-01,28916,0,390,31,1
Idaho,2014-12-01,29065,0,390,31,1
Idaho,2015-01-01,29636,0,392,31,1
Idaho,2015-02-01,30231,0,392,31,1
Idaho,2015-03-01,NA,0,392,31,1
Idaho,2015-04-01,NA,0,396,31,1
Idaho,2015-05-01,30353,0,403,31,1
Idaho,2015-06-01,30353,0,408,31,1
Idaho,2015-09-01,30496,0,413,31,1
Idaho,2015-11-01,30864,0,417,31,1
Idaho,2015-12-01,31010,0,425,31,1
Idaho,2016-01-01,35239,0,425,31,1
Idaho,2016-02-01,35386,0,425,31,1
Idaho,2016-03-01,35386,0,425,31,1
Idaho,2016-11-01,38358,0,470,31,1
Idaho,2016-12-01,38640,0,483,31,1
Idaho,2017-02-01,38897,0,490,31,1
Idaho,2017-03-01,38897,0,490,31,1
Idaho,2017-04-01,38897,0,501,31,1
Idaho,2017-05-01,38897,0,507,62,1
Idaho,2017-07-01,38983,0,507,67,1
Idaho,2017-08-01,38983,0,507,67,1
Idaho,2017-09-01,39321,0,546,67,1
Idaho,2017-10-01,42892,0,562,68,1
Idaho,2017-12-01,42892,0,562,93,1
Idaho,2018-01-01,45384,0,601,93,1
Idaho,2018-03-01,46542,0,648,96,1
Idaho,2018-04-01,46881,0,653,96,1
Idaho,2018-05-01,47242,0,661,96,1
Idaho,2018-07-01,47872,0,695,97,1
Idaho,2018-09-01,49205,0,719,98,1
Idaho,2018-10-01,49205,0,724,101,1
Idaho,2018-12-01,51014,0,763,144,1
Idaho,2019-01-01,51346,0,769,153,1
Idaho,2019-02-01,51648,0,775,155,1
Idaho,2019-03-01,52167,0,791,162,1
Idaho,2019-04-01,52425,0,800,165,1
Idaho,2019-05-01,52930,0,NA,167,1
Idaho,2019-06-01,53270,0,NA,173,1
Idaho,2019-08-01,54107,0,852,182,1
Idaho,2019-09-01,54267,0,868,186,1
Idaho,2019-10-01,54670,0,890,192,1
Idaho,2019-11-01,54950,0,904,195,1
Idaho,2020-01-01,55885,0,920,198,1
Idaho,2020-02-01,56058,0,925,198,1
Idaho,2020-03-01,56689,0,938,201,1
Idaho,2020-04-01,56905,0,953,201,1
Idaho,2020-05-01,57129,0,970,211,1
Idaho,2020-06-01,57369,0,985,216,1
Idaho,2020-07-01,57552,0,999,219,1
Idaho,2020-09-01,58042,0,1031,233,1
Idaho,2020-10-01,58042,0,1036,235,1
Idaho,2020-11-01,58486,0,1044,241,1
Idaho,2020-12-01,58819,0,1056,247,1
Idaho,2021-01-01,59161,0,1061,247,1
Idaho,2021-02-01,59327,0,1065,247,1
Idaho,2021-03-01,59675,0,1094,250,1
Idaho,2021-04-01,60025,0,1105,252,1
Idaho,2021-06-01,60529,0,1134,257,1
Idaho,2021-07-01,60615,0,1189,269,1
Idaho,2021-08-01,61012,0,1190,271,1
Idaho,2021-10-01,61636,0,1257,289,1
Idaho,2022-11-01,65623,0,1570,399,1
Idaho,2023-08-01,68520,0,1758,437,1
Idaho,2024-02-01,70329,0,1867,472,1
Idaho,2024-10-01,73260,0,2049,516,1
Idaho,2024-11-01,73506,0,2055,520,1
Idaho,2025-01-01,74076,0,2101,534,1
Idaho,2025-03-01,74895,0,2178,546,1
Idaho,2025-04-01,75128,0,2248,575,1
Idaho,2025-06-01,75608,0,2300,584,1
Illinois,2001-07-01,20555,NA,2110,241,8
Illinois,2001-08-01,21416,NA,2368,296,8
Illinois,2001-09-01,21416,NA,2368,296,8
Illinois,2001-11-01,21945,NA,2676,377,8
Illinois,2002-06-01,23142,NA,3719,550,8
Illinois,2002-10-01,23714,NA,4354,595,8
Illinois,2003-02-01,23752,NA,4643,642,9
Illinois,2003-12-01,29158,NA,6008,876,9
Illinois,2004-02-01,NA,NA,6073,895,9
Illinois,2004-04-01,34984,NA,6783,997,9
Illinois,2004-06-01,40164,NA,6987,1071,9
Illinois,2004-07-01,40164,NA,6987,1071,9
Illinois,2004-08-01,46647,NA,7419,1163,9
Illinois,2004-09-01,51597,NA,7897,1475,9
Illinois,2004-10-01,52228,NA,8003,1551,9
Illinois,2004-11-01,52228,NA,8003,1551,9
Illinois,2004-12-01,52228,NA,8003,1551,9
Illinois,2005-01-01,61004,NA,NA,1765,9
Illinois,2005-02-01,61004,NA,NA,1765,9
Illinois,2005-03-01,62085,NA,7641,1870,9
Illinois,2005-04-01,73376,NA,7881,1915,9
Illinois,2005-05-01,96649,NA,8348,2123,9
Illinois,2005-06-01,106576,NA,8632,2353,9
Illinois,2005-07-01,111211,NA,8846,2480,9
Illinois,2005-08-01,113519,NA,9016,2631,9
Illinois,2005-09-01,130463,NA,9455,2838,9
Illinois,2005-10-01,140656,NA,9510,2915,9
Illinois,2005-11-01,140656,NA,9510,2915,9
Illinois,2005-12-01,162567,NA,9839,3266,9
Illinois,2006-01-01,162567,NA,9839,3266,9
Illinois,2006-02-01,173557,NA,9914,3394,9
Illinois,2006-03-01,182570,NA,10083,3659,9
Illinois,2006-04-01,182570,NA,10083,3659,9
Illinois,2006-05-01,188884,NA,10300,3775,9
Illinois,2006-06-01,195994,NA,10360,3879,9
Illinois,2006-07-01,208622,NA,10509,3879,9
Illinois,2006-08-01,216125,NA,10664,4007,9
Illinois,2006-09-01,220856,NA,10800,4174,9
Illinois,2006-10-01,221971,NA,11131,4307,9
Illinois,2006-11-01,225403,NA,11261,4384,9
Illinois,2006-12-01,230931,NA,11572,4559,9
Illinois,2007-01-01,230931,NA,11572,4559,9
Illinois,2007-02-01,244617,NA,12086,4861,9
Illinois,2007-03-01,248737,NA,12248,4987,9
Illinois,2007-04-01,251950,NA,12496,5116,9
Illinois,2007-05-01,255649,NA,12720,5239,9
Illinois,2007-06-01,258931,NA,12834,5344,9
Illinois,2007-07-01,261873,NA,12993,5435,9
Illinois,2007-08-01,261873,NA,12993,5435,9
Illinois,2007-09-01,267211,NA,13339,5647,9
Illinois,2007-10-01,271438,NA,13483,5764,9
Illinois,2007-11-01,271438,NA,13483,5764,9
Illinois,2007-12-01,276339,NA,13767,6011,9
Illinois,2008-01-01,276339,NA,13767,6011,9
Illinois,2008-02-01,276339,NA,13767,6011,9
Illinois,2008-03-01,276339,NA,13767,6011,9
Illinois,2008-04-01,276339,NA,13767,6011,9
Illinois,2008-05-01,287609,NA,14419,6357,9
Illinois,2008-06-01,301716,NA,15580,7130,9
Illinois,2008-07-01,NA,NA,NA,NA,9
Illinois,2008-08-01,306229,NA,16402,7531,9
Illinois,2008-09-01,310875,NA,16579,7711,9
Illinois,2008-10-01,314101,NA,16807,7891,9
Illinois,2008-11-01,316556,NA,17054,7964,9
Illinois,2008-12-01,320132,NA,NA,8073,9
Illinois,2009-01-01,321438,NA,17129,8159,9
Illinois,2009-02-01,324896,NA,17264,8350,9
Illinois,2009-03-01,328356,NA,17554,8350,9
Illinois,2009-04-01,331973,NA,17763,8651,9
Illinois,2009-05-01,334165,NA,18131,8852,9
Illinois,2009-06-01,337007,NA,18434,9054,9
Illinois,2009-07-01,339938,NA,18774,9245,9
Illinois,2009-08-01,NA,NA,NA,NA,9
Illinois,2009-11-01,351139,NA,19721,9961,9
Illinois,2009-12-01,354247,NA,19943,10100,9
Illinois,2010-01-01,356790,NA,20068,10249,9
Illinois,2010-02-01,359951,NA,20260,10392,9
Illinois,2010-04-01,365406,NA,20861,10771,10
Illinois,2010-05-01,366731,NA,20973,10885,10
Illinois,2010-06-01,370828,NA,21362,11032,10
Illinois,2010-07-01,373265,NA,21460,11136,10
Illinois,2010-08-01,375927,NA,21631,11260,10
Illinois,2010-11-01,383465,NA,22095,11607,10
Illinois,2010-12-01,386509,NA,22326,11757,10
Illinois,2011-02-01,390268,NA,22684,11995,10
Illinois,2011-07-01,403366,NA,23750,12738,10
Illinois,2011-08-01,405485,NA,23968,12886,10
Illinois,2011-09-01,408565,NA,24273,13065,10
Illinois,2011-10-01,410820,NA,24480,13220,10
Illinois,2012-05-01,429805,1,26217,14250,10
Illinois,2012-06-01,432198,1,26421,14398,10
Illinois,2012-07-01,434305,1,26616,14508,10
Illinois,2012-08-01,436964,2,26812,14653,10
Illinois,2012-09-01,437529,6,27014,14744,10
Illinois,2012-11-01,443942,8,27543,15050,10
Illinois,2012-12-01,446125,13,27796,15210,10
Illinois,2013-01-01,449017,23,28043,15387,10
Illinois,2013-03-01,454186,29,28519,15663,10
Illinois,2013-04-01,456875,30,28733,15789,10
Illinois,2013-06-01,462976,41,29260,16071,10
Illinois,2013-07-01,466280,42,29562,16212,10
Illinois,2013-08-01,469395,72,29769,16346,10
Illinois,2013-11-01,478480,86,30621,16773,10
Illinois,2013-12-01,480310,87,30845,16911,10
Illinois,2014-05-01,495005,122,32146,17632,9
Illinois,2014-08-01,503817,138,32805,18046,9
Illinois,2014-09-01,506590,151,32975,18197,9
Illinois,2014-10-01,509623,158,33237,18330,9
Illinois,2014-11-01,511796,162,33378,18412,9
Illinois,2014-12-01,514572,169,33640,18514,9
Illinois,2015-01-01,517189,171,33797,18629,9
Illinois,2015-02-01,519641,180,33974,18738,9
Illinois,2015-03-01,522283,189,34229,18864,9
Illinois,2015-04-01,525091,192,34460,19018,9
Illinois,2015-05-01,527017,196,34640,19018,9
Illinois,2015-06-01,529930,205,34902,19245,9
Illinois,2015-09-01,538586,224,35369,19487,9
Illinois,2015-11-01,543131,229,35697,19682,9
Illinois,2015-12-01,545922,231,35813,19764,9
Illinois,2016-01-01,548222,236,35959,19848,9
Illinois,2016-02-01,550264,236,36078,19926,9
Illinois,2016-03-01,552794,256,36248,20019,9
Illinois,2016-11-01,569751,378,38676,20970,9
Illinois,2016-12-01,571449,381,38829,21056,9
Illinois,2017-02-01,574353,390,39255,21287,9
Illinois,2017-03-01,574353,390,39255,21287,9
Illinois,2017-04-01,577779,395,39701,21425,9
Illinois,2017-05-01,578870,400,39909,21626,9
Illinois,2017-07-01,582265,412,40337,21867,9
Illinois,2017-08-01,584573,419,40545,21976,9
Illinois,2017-09-01,586201,422,40731,22059,9
Illinois,2017-10-01,588884,428,40904,22180,9
Illinois,2017-12-01,592112,447,41431,22322,9
Illinois,2018-01-01,597828,454,41676,22344,9
Illinois,2018-03-01,602425,462,42255,22817,9
Illinois,2018-04-01,604298,463,42539,22817,9
Illinois,2018-05-01,606039,469,42800,23110,9
Illinois,2018-07-01,609733,482,43385,23398,9
Illinois,2018-09-01,613334,520,44010,23772,9
Illinois,2018-10-01,615167,540,44236,23889,9
Illinois,2018-12-01,619754,581,44541,24042,9
Illinois,2019-01-01,621490,586,44673,24137,9
Illinois,2019-02-01,622620,593,44876,24226,9
Illinois,2019-03-01,624075,621,45204,24422,9
Illinois,2019-04-01,626854,645,45492,24552,9
Illinois,2019-05-01,627888,647,45671,24735,9
Illinois,2019-06-01,629853,660,46071,24946,9
Illinois,2019-08-01,634024,684,46744,25330,9
Illinois,2019-09-01,635341,695,47016,25456,9
Illinois,2019-10-01,636541,704,47374,25456,9
Illinois,2019-11-01,637427,709,47607,25567,9
Illinois,2020-01-01,640407,724,48138,25945,9
Illinois,2020-02-01,642473,739,48430,26069,9
Illinois,2020-03-01,643765,744,48662,26224,9
Illinois,2020-04-01,645783,771,49127,26378,9
Illinois,2020-05-01,647190,790,49501,26562,9
Illinois,2020-06-01,647684,793,49911,26741,9
Illinois,2020-07-01,648341,794,50361,27007,9
Illinois,2020-09-01,649965,797,51129,27427,9
Illinois,2020-10-01,651262,798,51620,27669,9
Illinois,2020-11-01,652319,802,52041,27944,9
Illinois,2020-12-01,653186,803,52390,28119,9
Illinois,2021-01-01,653907,803,52783,28300,9
Illinois,2021-02-01,654685,803,53129,28495,9
Illinois,2021-03-01,655662,803,53503,28660,9
Illinois,2021-04-01,657121,803,53887,28866,9
Illinois,2021-06-01,659679,824,54654,29258,9
Illinois,2021-07-01,661316,840,55161,29482,9
Illinois,2021-08-01,662639,852,55232,29627,9
Illinois,2021-10-01,664313,865,56096,30074,9
Illinois,2022-11-01,687283,893,60765,32553,9
Illinois,2023-08-01,702823,910,64370,34168,9
Illinois,2024-02-01,712849,918,67009,35258,10
Illinois,2024-10-01,NA,941,70279,36878,10
Illinois,2024-11-01,713352,945,70656,37176,10
Illinois,2025-01-01,729998,954,71582,37720,10
Illinois,2025-03-01,733285,960,72253,38422,10
Illinois,2025-04-01,734990,962,72522,38909,10
Illinois,2025-06-01,738427,962,73109,39361,9
Indiana,2001-07-01,14514,NA,39,0,2
Indiana,2001-08-01,15802,NA,84,0,2
Indiana,2001-09-01,15802,NA,84,0,2
Indiana,2001-11-01,18087,NA,88,57,2
Indiana,2001-12-01,18533,NA,107,62,2
Indiana,2002-02-01,18533,NA,107,62,2
Indiana,2002-04-01,21598,NA,118,67,3
Indiana,2002-06-01,23080,NA,128,84,3
Indiana,2002-10-01,23180,NA,135,92,3
Indiana,2003-02-01,26095,NA,206,125,3
Indiana,2003-12-01,29939,NA,482,170,3
Indiana,2004-02-01,30442,NA,545,252,3
Indiana,2004-04-01,31215,NA,774,275,3
Indiana,2004-06-01,31513,NA,821,293,3
Indiana,2004-07-01,31513,NA,821,293,3
Indiana,2004-08-01,32014,NA,919,341,3
Indiana,2004-09-01,32360,NA,980,373,3
Indiana,2004-10-01,32532,NA,1053,382,3
Indiana,2004-11-01,32532,NA,1053,382,3
Indiana,2004-12-01,32532,NA,1053,382,3
Indiana,2005-01-01,33076,NA,1138,409,3
Indiana,2005-02-01,33076,NA,1138,409,3
Indiana,2005-03-01,NA,NA,1162,418,3
Indiana,2005-04-01,33089,NA,1171,427,3
Indiana,2005-05-01,33112,NA,1211,433,3
Indiana,2005-06-01,33112,NA,1211,436,3
Indiana,2005-07-01,33118,NA,1249,436,3
Indiana,2005-08-01,33118,NA,1249,436,3
Indiana,2005-09-01,33131,NA,1311,457,3
Indiana,2005-10-01,33132,NA,1365,466,3
Indiana,2005-11-01,33132,NA,1365,466,3
Indiana,2005-12-01,33132,NA,1432,481,3
Indiana,2006-01-01,33132,NA,1432,481,3
Indiana,2006-02-01,33132,NA,1473,487,3
Indiana,2006-03-01,33132,NA,1504,491,3
Indiana,2006-04-01,33132,NA,1504,491,3
Indiana,2006-05-01,33132,NA,1540,507,3
Indiana,2006-06-01,33132,NA,1583,511,3
Indiana,2006-07-01,33141,NA,1604,516,3
Indiana,2006-08-01,33146,NA,1642,536,3
Indiana,2006-09-01,33147,NA,1671,545,3
Indiana,2006-10-01,33147,NA,1701,556,3
Indiana,2006-11-01,33246,NA,1808,581,3
Indiana,2006-12-01,34218,NA,1856,585,3
Indiana,2007-01-01,34218,NA,1856,585,3
Indiana,2007-02-01,41199,NA,1922,635,3
Indiana,2007-03-01,41199,NA,1922,635,3
Indiana,2007-04-01,41199,NA,1930,635,3
Indiana,2007-05-01,48382,NA,NA,662,3
Indiana,2007-06-01,50410,NA,NA,691,3
Indiana,2007-07-01,55383,NA,2273,6720,3
Indiana,2007-08-01,55383,NA,2273,6720,3
Indiana,2007-09-01,63572,NA,2383,NA,3
Indiana,2007-10-01,72331,NA,2622,870,3
Indiana,2007-11-01,72331,NA,2622,870,3
Indiana,2007-12-01,78918,NA,2879,906,3
Indiana,2008-01-01,78918,NA,2879,906,3
Indiana,2008-02-01,78918,NA,2879,906,3
Indiana,2008-03-01,78918,NA,2879,906,3
Indiana,2008-04-01,78918,NA,2879,906,3
Indiana,2008-05-01,97012,NA,3237,935,3
Indiana,2008-06-01,107473,NA,3486,1044,3
Indiana,2008-07-01,NA,NA,NA,NA,3
Indiana,2008-08-01,112780,NA,3625,1066,3
Indiana,2008-09-01,115453,NA,3700,1142,5
Indiana,2008-10-01,117001,NA,3765,1218,5
Indiana,2008-11-01,118335,NA,3857,NA,5
Indiana,2008-12-01,120410,NA,3942,1224,5
Indiana,2009-01-01,122355,NA,3988,1238,5
Indiana,2009-02-01,123400,NA,4037,1238,5
Indiana,2009-03-01,125808,NA,4145,1238,5
Indiana,2009-04-01,127329,NA,4192,1280,5
Indiana,2009-05-01,128370,NA,4233,1298,5
Indiana,2009-06-01,131344,NA,4294,1338,5
Indiana,2009-07-01,133288,NA,4399,1372,5
Indiana,2009-08-01,NA,NA,NA,NA,3
Indiana,2009-11-01,140292,NA,4658,1436,5
Indiana,2009-12-01,141810,NA,4758,1475,5
Indiana,2010-01-01,142285,NA,4800,1500,5
Indiana,2010-02-01,144871,NA,4873,1531,5
