jurisdiction,year_month,offender_profiles,arrestee,forensic_profiles,investigations_aided,ndis_labs
Indiana,2010-04-01,148329,NA,5049,1586,5
Indiana,2010-05-01,149804,NA,5136,1608,5
Indiana,2010-06-01,151316,NA,5237,1658,5
Indiana,2010-07-01,152314,NA,5323,1690,5
Indiana,2010-08-01,154297,NA,5427,1766,5
Indiana,2010-11-01,158219,NA,5813,1899,5
Indiana,2010-12-01,160682,NA,5902,1921,5
Indiana,2011-02-01,164741,NA,6050,2017,5
Indiana,2011-07-01,167388,NA,6466,2151,5
Indiana,2011-08-01,168680,NA,6524,2184,5
Indiana,2011-09-01,169655,NA,6685,2226,5
Indiana,2011-10-01,172634,NA,6781,2293,5
Indiana,2012-05-01,186018,0,7472,2553,5
Indiana,2012-06-01,187149,0,7566,2594,5
Indiana,2012-07-01,187267,0,7634,2633,5
Indiana,2012-08-01,187392,0,7734,2633,5
Indiana,2012-09-01,NA,0,7835,2665,5
Indiana,2012-11-01,191005,0,7993,2738,5
Indiana,2012-12-01,193792,0,8063,2738,5
Indiana,2013-01-01,197863,0,8144,2783,5
Indiana,2013-03-01,202701,0,8324,2861,5
Indiana,2013-04-01,204573,0,8361,2894,5
Indiana,2013-06-01,207718,0,8538,2961,5
Indiana,2013-07-01,208987,0,8635,2993,5
Indiana,2013-08-01,210223,0,8709,3041,5
Indiana,2013-11-01,215166,0,8941,3162,5
Indiana,2013-12-01,216166,0,9031,3191,5
Indiana,2014-05-01,223168,0,9363,3350,5
Indiana,2014-08-01,227378,0,9588,3464,5
Indiana,2014-09-01,228830,0,9672,3500,5
Indiana,2014-10-01,230108,0,9736,3542,5
Indiana,2014-11-01,231285,0,9810,3568,5
Indiana,2014-12-01,232636,0,9895,3594,5
Indiana,2015-01-01,233446,0,9951,3627,5
Indiana,2015-02-01,234359,0,10039,3696,5
Indiana,2015-03-01,235700,0,10149,3749,5
Indiana,2015-04-01,236873,0,10203,3771,5
Indiana,2015-05-01,238098,0,10288,3771,5
Indiana,2015-06-01,239034,0,10362,3854,5
Indiana,2015-09-01,242710,0,10576,3966,5
Indiana,2015-11-01,245149,0,10713,4047,5
Indiana,2015-12-01,246220,0,10783,4076,5
Indiana,2016-01-01,247401,0,10883,4120,5
Indiana,2016-02-01,248561,0,10978,4159,5
Indiana,2016-03-01,249557,0,11079,4195,5
Indiana,2016-11-01,258122,0,11568,4479,5
Indiana,2016-12-01,259017,0,11666,4526,5
Indiana,2017-02-01,261037,0,11850,4632,5
Indiana,2017-03-01,261037,0,11850,4632,5
Indiana,2017-04-01,263376,0,12062,4685,5
Indiana,2017-05-01,264448,0,12149,4718,5
Indiana,2017-07-01,266888,0,12348,4820,5
Indiana,2017-08-01,267701,0,12440,4862,5
Indiana,2017-09-01,268781,0,12507,4893,5
Indiana,2017-10-01,269931,0,12578,4925,5
Indiana,2017-12-01,271364,0,12708,5125,5
Indiana,2018-01-01,273460,1168,12795,5125,5
Indiana,2018-03-01,276027,8221,13025,5352,5
Indiana,2018-04-01,277121,11850,13131,5428,5
Indiana,2018-05-01,277781,15189,13215,5491,5
Indiana,2018-07-01,279943,21669,13414,5636,5
Indiana,2018-09-01,281210,26504,13601,5773,5
Indiana,2018-10-01,282047,30252,13747,5828,5
Indiana,2018-12-01,283322,34703,13983,5952,5
Indiana,2019-01-01,283945,36955,14173,6031,5
Indiana,2019-02-01,284392,39099,14314,6106,5
Indiana,2019-03-01,285030,42069,14494,6207,5
Indiana,2019-04-01,285556,44135,14584,6262,5
Indiana,2019-05-01,286013,46205,14700,6330,5
Indiana,2019-06-01,286467,48816,14804,6395,5
Indiana,2019-08-01,287282,52869,15069,6532,5
Indiana,2019-09-01,287821,56163,15240,6594,5
Indiana,2019-10-01,288353,58391,15272,6626,5
Indiana,2019-11-01,288718,60307,15363,6683,5
Indiana,2020-01-01,289614,63765,15573,6801,5
Indiana,2020-02-01,289889,65657,15695,6864,5
Indiana,2020-03-01,290427,68105,15877,6962,5
Indiana,2020-04-01,290609,69355,15967,7016,5
Indiana,2020-05-01,290611,71049,16098,7082,5
Indiana,2020-06-01,290701,72055,16198,7125,5
Indiana,2020-07-01,290971,73485,16298,7175,5
Indiana,2020-09-01,291336,76820,16525,7277,5
Indiana,2020-10-01,291693,78092,16629,7330,5
Indiana,2020-11-01,291952,79743,16741,7330,5
Indiana,2020-12-01,292135,81209,16822,7372,5
Indiana,2021-01-01,292397,82671,16933,7435,5
Indiana,2021-02-01,292586,84120,17021,7482,5
Indiana,2021-03-01,292854,85724,17162,7560,5
Indiana,2021-04-01,293025,87215,17229,7603,5
Indiana,2021-06-01,293576,90575,17481,7734,5
Indiana,2021-07-01,293850,91659,17567,7772,5
Indiana,2021-08-01,294240,93426,17620,7844,5
Indiana,2021-10-01,294780,96224,17912,7959,5
Indiana,2022-11-01,298369,114445,18873,8604,5
Indiana,2023-08-01,301594,129090,19570,9014,5
Indiana,2024-02-01,303566,138228,19962,9235,5
Indiana,2024-10-01,306517,152417,20496,9547,5
Indiana,2024-11-01,306878,153592,20549,9581,5
Indiana,2025-01-01,307261,155310,20598,9615,5
Indiana,2025-03-01,308127,159158,20857,9745,5
Indiana,2025-04-01,308485,160815,20946,9809,5
Indiana,2025-06-01,309198,164341,21132,9891,5
Iowa,2001-09-01,0,NA,0,0,1
Iowa,2001-12-01,0,NA,0,0,1
Iowa,2002-02-01,0,NA,0,0,1
Iowa,2002-06-01,0,NA,0,0,1
Iowa,2003-06-01,3413,NA,296,2,1
Iowa,2003-12-01,NA,NA,460,4,1
Iowa,2004-02-01,NA,NA,510,5,1
Iowa,2004-04-01,3390,NA,590,22,1
Iowa,2004-06-01,3469,NA,653,24,1
Iowa,2004-07-01,3469,NA,653,24,1
Iowa,2004-08-01,3604,NA,724,24,1
Iowa,2004-09-01,3671,NA,797,39,1
Iowa,2004-10-01,3705,NA,838,39,1
Iowa,2004-11-01,3705,NA,838,39,1
Iowa,2004-12-01,3705,NA,838,39,1
Iowa,2005-01-01,3801,NA,918,57,1
Iowa,2005-02-01,3801,NA,918,57,1
Iowa,2005-03-01,3839,NA,955,57,1
Iowa,2005-04-01,3839,NA,991,59,1
Iowa,2005-05-01,3839,NA,991,59,1
Iowa,2005-06-01,4014,NA,1057,59,1
Iowa,2005-07-01,4014,NA,1068,59,1
Iowa,2005-08-01,4281,NA,1085,73,1
Iowa,2005-09-01,4741,NA,1101,73,1
Iowa,2005-10-01,4741,NA,1101,73,1
Iowa,2005-11-01,4741,NA,1101,73,1
Iowa,2005-12-01,5306,NA,1159,79,1
Iowa,2006-01-01,5306,NA,1159,79,1
Iowa,2006-02-01,5403,NA,1171,80,1
Iowa,2006-03-01,5833,NA,1193,94,1
Iowa,2006-04-01,5833,NA,1193,94,1
Iowa,2006-05-01,7446,NA,1224,95,1
Iowa,2006-06-01,8811,NA,1237,95,1
Iowa,2006-07-01,9492,NA,1273,98,1
Iowa,2006-08-01,11181,NA,1337,104,1
Iowa,2006-09-01,12098,NA,1351,105,1
Iowa,2006-10-01,15166,NA,1383,105,1
Iowa,2006-11-01,17218,NA,1407,120,1
Iowa,2006-12-01,18040,NA,1413,129,1
Iowa,2007-01-01,18040,NA,1413,129,1
Iowa,2007-02-01,23884,NA,1461,151,1
Iowa,2007-03-01,26559,NA,1470,151,1
Iowa,2007-04-01,28224,NA,1491,165,1
Iowa,2007-05-01,30596,NA,1526,171,1
Iowa,2007-06-01,33430,NA,1540,177,1
Iowa,2007-07-01,35352,NA,1671,177,1
Iowa,2007-08-01,35352,NA,1671,177,1
Iowa,2007-09-01,37136,NA,1718,224,1
Iowa,2007-10-01,38743,NA,1784,232,1
Iowa,2007-11-01,38743,NA,1784,232,1
Iowa,2007-12-01,39881,NA,1826,253,1
Iowa,2008-01-01,39881,NA,1826,253,1
Iowa,2008-02-01,39881,NA,1826,253,1
Iowa,2008-03-01,39881,NA,1826,253,1
Iowa,2008-04-01,39881,NA,1826,253,1
Iowa,2008-05-01,43909,NA,2032,315,1
Iowa,2008-06-01,45848,NA,2116,344,1
Iowa,2008-07-01,NA,NA,NA,NA,1
Iowa,2008-08-01,47446,NA,2215,377,1
Iowa,2008-09-01,48257,NA,2231,389,1
Iowa,2008-10-01,48713,NA,2273,401,1
Iowa,2008-11-01,49522,NA,2287,412,1
Iowa,2008-12-01,50007,NA,2321,421,1
Iowa,2009-01-01,50495,NA,2370,433,1
Iowa,2009-02-01,50826,NA,2440,449,1
Iowa,2009-03-01,51873,NA,2452,449,1
Iowa,2009-04-01,52363,NA,2486,463,1
Iowa,2009-05-01,52363,NA,2519,470,1
Iowa,2009-06-01,52363,NA,2525,474,1
Iowa,2009-07-01,53341,NA,2606,479,1
Iowa,2009-08-01,NA,NA,NA,NA,1
Iowa,2009-11-01,53807,NA,2748,541,1
Iowa,2009-12-01,56278,NA,2797,551,1
Iowa,2010-01-01,56762,NA,2850,562,1
Iowa,2010-02-01,57243,NA,2873,585,1
Iowa,2010-04-01,58221,NA,2945,608,1
Iowa,2010-05-01,58221,NA,2959,615,1
Iowa,2010-06-01,59203,NA,2979,625,1
Iowa,2010-07-01,59697,NA,3008,637,1
Iowa,2010-08-01,60180,NA,3043,658,1
Iowa,2010-11-01,61620,NA,3229,696,1
Iowa,2010-12-01,63607,NA,3245,730,1
Iowa,2011-02-01,65063,NA,3317,764,1
Iowa,2011-07-01,67988,NA,3478,851,1
Iowa,2011-08-01,68477,NA,3521,866,1
Iowa,2011-09-01,68965,NA,3596,876,1
Iowa,2011-10-01,69447,NA,3668,907,1
Iowa,2012-05-01,73343,0,3856,984,1
Iowa,2012-06-01,74464,0,3894,996,1
Iowa,2012-07-01,74465,0,3916,996,1
Iowa,2012-08-01,74918,0,3950,996,1
Iowa,2012-09-01,75397,0,3985,1012,1
Iowa,2012-11-01,76019,0,4067,1024,1
Iowa,2012-12-01,76028,0,4124,1024,1
Iowa,2013-01-01,76974,0,4141,1036,1
Iowa,2013-03-01,77465,0,4230,1134,1
Iowa,2013-04-01,78681,0,4270,1150,1
Iowa,2013-06-01,79666,0,4347,1197,1
Iowa,2013-07-01,80318,0,4402,1212,1
Iowa,2013-08-01,81315,0,4448,1227,1
Iowa,2013-11-01,82802,0,4556,1257,1
Iowa,2013-12-01,83304,0,4588,1276,1
Iowa,2014-05-01,85745,0,4812,1347,1
Iowa,2014-08-01,87735,0,4899,1406,1
Iowa,2014-09-01,88238,0,4913,1420,1
Iowa,2014-10-01,NA,0,4928,1430,1
Iowa,2014-11-01,NA,0,4958,1439,1
Iowa,2014-12-01,89914,0,4991,1453,1
Iowa,2015-01-01,90225,0,5025,1484,1
Iowa,2015-02-01,90559,0,5061,1505,1
Iowa,2015-03-01,91401,0,5130,1528,1
Iowa,2015-04-01,92496,0,5162,1550,1
Iowa,2015-05-01,93886,0,5204,1550,1
Iowa,2015-06-01,94686,0,5212,1599,1
Iowa,2015-09-01,97065,0,5408,1683,1
Iowa,2015-11-01,98049,0,5472,1716,1
Iowa,2015-12-01,98907,0,5536,1745,1
Iowa,2016-01-01,99440,0,5603,1779,1
Iowa,2016-02-01,100526,0,5675,1796,1
Iowa,2016-03-01,101336,0,5725,1832,1
Iowa,2016-11-01,106102,0,6020,1988,1
Iowa,2016-12-01,106350,0,6076,2014,1
Iowa,2017-02-01,107283,0,6097,2040,1
Iowa,2017-03-01,107283,0,6097,2040,1
Iowa,2017-04-01,109301,0,6182,2105,1
Iowa,2017-05-01,109741,0,6222,2131,1
Iowa,2017-07-01,110730,0,6302,2154,1
Iowa,2017-08-01,111036,0,6343,2168,1
Iowa,2017-09-01,112519,0,6376,2187,1
Iowa,2017-10-01,112981,0,6404,2206,1
Iowa,2017-12-01,114182,0,6547,2269,1
Iowa,2018-01-01,114909,0,6597,2410,1
Iowa,2018-03-01,116367,0,6742,NA,1
Iowa,2018-04-01,117429,0,6794,2391,1
Iowa,2018-05-01,117837,0,6871,2437,1
Iowa,2018-07-01,119188,0,7008,2507,1
Iowa,2018-09-01,120304,0,7096,2552,1
Iowa,2018-10-01,120693,0,7161,2589,1
Iowa,2018-12-01,122060,0,7232,2639,1
Iowa,2019-01-01,122597,0,7263,2653,1
Iowa,2019-02-01,123487,0,7402,2661,1
Iowa,2019-03-01,123896,0,7497,2679,1
Iowa,2019-04-01,124799,0,7546,2733,1
Iowa,2019-05-01,125358,0,7582,2757,1
Iowa,2019-06-01,125817,0,7645,2792,1
Iowa,2019-08-01,126846,0,7808,2849,1
Iowa,2019-09-01,127380,0,7878,2885,1
Iowa,2019-10-01,128271,0,7970,2924,1
Iowa,2019-11-01,128970,0,8105,2975,1
Iowa,2020-01-01,130147,0,8271,3079,1
Iowa,2020-02-01,130671,0,8364,3122,1
Iowa,2020-03-01,131126,0,8482,3160,1
Iowa,2020-04-01,131503,0,8612,3208,1
Iowa,2020-05-01,131719,0,8712,3263,1
Iowa,2020-06-01,131949,0,8788,3307,1
Iowa,2020-07-01,132245,0,8848,3326,1
Iowa,2020-09-01,132825,0,8953,3379,1
Iowa,2020-10-01,133360,0,9031,3428,1
Iowa,2020-11-01,133722,0,9069,3446,1
Iowa,2020-12-01,134080,0,9128,3464,1
Iowa,2021-01-01,134479,0,9221,3507,1
Iowa,2021-02-01,135012,0,9272,3542,1
Iowa,2021-03-01,135336,0,9328,3587,1
Iowa,2021-04-01,136042,0,9393,3609,1
Iowa,2021-06-01,137032,0,9476,3662,1
Iowa,2021-07-01,137598,0,9520,3687,1
Iowa,2021-08-01,138083,0,9532,3712,1
Iowa,2021-10-01,139060,0,9688,3758,1
Iowa,2022-11-01,145820,0,10324,4055,1
Iowa,2023-08-01,151329,0,10716,4234,1
Iowa,2024-02-01,154777,0,10926,4346,1
Iowa,2024-10-01,158927,0,11162,4467,1
Iowa,2024-11-01,159326,0,11184,4481,1
Iowa,2025-01-01,160385,0,11261,4515,1
Iowa,2025-03-01,161135,0,11317,4540,1
Iowa,2025-04-01,161622,0,11357,4560,1
Iowa,2025-06-01,162706,0,11439,4594,1
Kansas,2001-07-01,1023,NA,200,0,4
Kansas,2001-09-01,1777,NA,204,0,4
Kansas,2001-11-01,3120,NA,211,0,4
Kansas,2002-10-01,5984,NA,310,0,5
Kansas,2003-12-01,9678,NA,622,5,5
Kansas,2004-02-01,9771,NA,645,5,5
Kansas,2004-04-01,NA,NA,789,54,5
Kansas,2004-06-01,NA,NA,801,54,5
Kansas,2004-07-01,NA,NA,801,54,5
Kansas,2004-08-01,8842,NA,812,56,5
Kansas,2004-09-01,8842,NA,933,61,5
Kansas,2004-10-01,8842,NA,933,62,5
Kansas,2004-11-01,8842,NA,933,62,5
Kansas,2004-12-01,8842,NA,933,62,5
Kansas,2005-01-01,NA,NA,NA,83,5
Kansas,2005-02-01,NA,NA,NA,83,5
Kansas,2005-03-01,NA,NA,936,83,5
Kansas,2005-04-01,NA,NA,982,99,5
Kansas,2005-05-01,9499,NA,1051,106,5
Kansas,2005-06-01,9499,NA,1115,125,5
Kansas,2005-07-01,9502,NA,1148,137,5
Kansas,2005-08-01,10967,NA,1168,137,5
Kansas,2005-09-01,NA,NA,1204,147,5
Kansas,2005-10-01,NA,NA,1231,152,5
Kansas,2005-11-01,NA,NA,1231,152,5
Kansas,2005-12-01,10965,NA,1269,162,5
Kansas,2006-01-01,10965,NA,1269,162,5
Kansas,2006-02-01,10965,NA,1273,164,5
Kansas,2006-03-01,16923,NA,1333,179,5
Kansas,2006-04-01,16923,NA,1333,179,5
Kansas,2006-05-01,16923,NA,1360,189,5
Kansas,2006-06-01,17999,NA,1374,194,5
Kansas,2006-07-01,18596,NA,1408,202,5
Kansas,2006-08-01,20276,NA,1448,234,5
Kansas,2006-09-01,21160,NA,1460,234,5
Kansas,2006-10-01,21160,NA,1488,287,5
Kansas,2006-11-01,21754,NA,1499,295,5
Kansas,2006-12-01,21754,NA,1728,298,5
Kansas,2007-01-01,21754,NA,1728,298,5
Kansas,2007-02-01,24007,NA,1785,325,5
Kansas,2007-03-01,24793,NA,1837,340,5
Kansas,2007-04-01,24793,NA,1913,360,5
Kansas,2007-05-01,NA,NA,1954,381,5
Kansas,2007-06-01,24864,NA,1967,383,5
Kansas,2007-07-01,24864,NA,2027,397,5
Kansas,2007-08-01,24864,NA,2027,397,5
Kansas,2007-09-01,25026,NA,2094,417,5
Kansas,2007-10-01,29691,NA,2142,456,5
Kansas,2007-11-01,29691,NA,2142,456,5
Kansas,2007-12-01,30251,NA,2201,460,5
Kansas,2008-01-01,30251,NA,2201,460,5
Kansas,2008-02-01,30251,NA,2201,460,5
Kansas,2008-03-01,30251,NA,2201,460,5
Kansas,2008-04-01,30251,NA,2201,460,5
Kansas,2008-05-01,32558,NA,2438,614,4
Kansas,2008-06-01,35971,NA,2497,733,4
Kansas,2008-07-01,37788,NA,2524,NA,4
Kansas,2008-08-01,44283,NA,2597,701,4
Kansas,2008-09-01,44283,NA,2628,701,5
Kansas,2008-10-01,44653,NA,2690,701,5
Kansas,2008-11-01,46063,NA,2709,713,5
Kansas,2008-12-01,46548,NA,2739,713,5
Kansas,2009-01-01,46627,NA,2784,726,5
Kansas,2009-02-01,46630,NA,2814,736,5
Kansas,2009-03-01,46631,NA,2831,736,5
Kansas,2009-04-01,46943,NA,2896,747,5
Kansas,2009-05-01,47740,NA,2967,747,5
Kansas,2009-06-01,47892,NA,3011,770,5
Kansas,2009-07-01,48461,NA,3040,789,5
Kansas,2009-08-01,NA,NA,NA,NA,4
Kansas,2009-11-01,51382,NA,3235,867,5
Kansas,2009-12-01,51765,NA,3302,889,5
Kansas,2010-01-01,53486,NA,3373,924,5
Kansas,2010-02-01,54751,NA,3428,979,5
Kansas,2010-04-01,60902,NA,3566,1069,5
Kansas,2010-05-01,62477,NA,3606,1115,5
Kansas,2010-06-01,65772,NA,3640,1115,5
Kansas,2010-07-01,67152,NA,3685,1168,5
Kansas,2010-08-01,68155,NA,3744,1197,5
Kansas,2010-11-01,70894,NA,3823,1293,5
Kansas,2010-12-01,72522,NA,3921,1316,5
Kansas,2011-02-01,73078,NA,3963,1344,5
Kansas,2011-07-01,75980,NA,4125,1432,5
Kansas,2011-08-01,76228,NA,4145,1444,5
Kansas,2011-09-01,76992,NA,4195,1468,5
Kansas,2011-10-01,77114,NA,4212,1479,5
Kansas,2012-05-01,79481,44047,4496,1607,5
Kansas,2012-06-01,79591,44696,4528,1619,5
Kansas,2012-07-01,NA,44876,4555,1629,5
Kansas,2012-08-01,79868,46187,4565,1629,5
Kansas,2012-09-01,80059,47189,4593,1651,5
Kansas,2012-11-01,80475,48705,4692,1704,5
Kansas,2012-12-01,81001,49344,4714,1709,5
Kansas,2013-01-01,81628,50493,4752,1722,5
Kansas,2013-03-01,82270,51883,4821,1746,5
Kansas,2013-04-01,82397,52239,4853,1766,5
Kansas,2013-06-01,82873,53769,4939,1790,5
Kansas,2013-07-01,83282,55144,4979,1854,5
Kansas,2013-08-01,83321,55429,5008,1866,5
Kansas,2013-11-01,83909,58694,5173,1955,5
Kansas,2013-12-01,84141,59383,5202,1971,5
Kansas,2014-05-01,84842,63332,5397,2054,5
Kansas,2014-08-01,85149,65449,5567,2137,5
Kansas,2014-09-01,85220,65794,5613,2168,5
Kansas,2014-10-01,NA,66688,5654,2191,5
Kansas,2014-11-01,85571,67680,5690,2207,5
Kansas,2014-12-01,85660,68427,5721,2229,5
Kansas,2015-01-01,85803,69167,5786,2268,5
Kansas,2015-02-01,85997,69551,5837,2303,5
Kansas,2015-03-01,86096,70105,5907,2345,5
Kansas,2015-04-01,86581,70790,5977,2390,5
Kansas,2015-05-01,86826,71803,6013,2390,5
Kansas,2015-06-01,87321,72618,6070,2451,5
Kansas,2015-09-01,87627,74450,6239,2553,5
Kansas,2015-11-01,87733,75323,6291,2585,5
Kansas,2015-12-01,87885,76270,6319,2585,5
Kansas,2016-01-01,88010,77138,6366,2630,5
Kansas,2016-02-01,88042,77265,6406,2630,5
Kansas,2016-03-01,88297,78932,6462,2630,5
Kansas,2016-11-01,88910,83546,6830,2862,5
Kansas,2016-12-01,89074,84962,6865,2921,5
Kansas,2017-02-01,89182,85964,6959,2946,5
Kansas,2017-03-01,89182,85964,6959,2946,5
Kansas,2017-04-01,89322,87158,7059,3031,5
Kansas,2017-05-01,89418,88192,7082,3031,5
Kansas,2017-07-01,89663,90047,7171,3105,5
Kansas,2017-08-01,89803,91280,7231,3105,5
Kansas,2017-09-01,89848,91554,7291,3105,5
Kansas,2017-10-01,89911,92022,7332,3207,5
Kansas,2017-12-01,90058,94062,7425,3207,5
Kansas,2018-01-01,90132,94903,7489,3223,5
Kansas,2018-03-01,NA,96183,7623,3343,5
Kansas,2018-04-01,90183,96762,7675,3343,5
Kansas,2018-05-01,90274,97373,7733,3343,5
Kansas,2018-07-01,90463,98848,7888,3343,5
Kansas,2018-09-01,90668,100448,8058,3343,5
Kansas,2018-10-01,90764,101019,8151,3343,5
Kansas,2018-12-01,90982,102314,8288,3343,5
Kansas,2019-01-01,91065,103041,8366,3343,5
Kansas,2019-02-01,91203,104017,8455,3446,5
Kansas,2019-03-01,91278,104657,8517,3504,5
Kansas,2019-04-01,91369,105216,8608,3539,5
Kansas,2019-05-01,91440,105625,8690,3563,5
Kansas,2019-06-01,91545,106237,8775,3599,5
Kansas,2019-08-01,91783,107907,8912,3677,5
Kansas,2019-09-01,91879,108611,8967,3715,5
Kansas,2019-10-01,91947,109174,9006,3751,5
Kansas,2019-11-01,92012,109759,9031,3784,5
Kansas,2020-01-01,92203,110756,9122,3833,5
Kansas,2020-02-01,92396,111613,9199,3878,5
Kansas,2020-03-01,92473,112054,9243,3878,5
Kansas,2020-04-01,92473,112054,9255,3878,5
Kansas,2020-05-01,92578,112678,9321,3891,5
Kansas,2020-06-01,92621,112958,9387,3921,5
Kansas,2020-07-01,92674,113461,9460,3938,5
Kansas,2020-09-01,92821,115578,9655,3997,5
Kansas,2020-10-01,92892,116396,9754,3997,5
Kansas,2020-11-01,92964,117257,9858,3997,5
Kansas,2020-12-01,93023,117738,9957,3997,5
Kansas,2021-01-01,93054,118086,10067,4067,5
Kansas,2021-02-01,93099,118569,10201,4067,5
Kansas,2021-03-01,93232,119847,10317,4124,5
Kansas,2021-04-01,93293,120156,10433,4162,5
Kansas,2021-06-01,93424,121598,10573,4162,5
Kansas,2021-07-01,93457,121885,10693,4162,5
Kansas,2021-08-01,93463,121975,10737,4445,5
Kansas,2021-10-01,93611,123080,10938,4519,5
Kansas,2022-11-01,94705,131597,11935,4993,5
Kansas,2023-08-01,95728,137118,12652,5380,5
Kansas,2024-02-01,96390,141055,13133,5603,5
Kansas,2024-10-01,NA,146479,13749,5866,5
Kansas,2024-11-01,NA,147436,13832,5866,5
Kansas,2025-01-01,97406,148291,13945,5931,5
Kansas,2025-03-01,97565,149491,14081,6016,5
Kansas,2025-04-01,97691,150406,14154,6068,5
Kansas,2025-06-01,97832,152042,14269,6143,5
Kentucky,2001-07-01,3232,NA,346,23,1
Kentucky,2001-08-01,3233,NA,351,24,1
Kentucky,2001-09-01,3233,NA,351,24,1
Kentucky,2001-11-01,3233,NA,358,24,1
Kentucky,2002-02-01,3233,NA,395,24,1
Kentucky,2002-06-01,3241,NA,452,26,1
Kentucky,2003-02-01,3738,NA,549,37,1
Kentucky,2003-06-01,3738,NA,639,43,1
Kentucky,2003-12-01,3739,NA,716,47,1
Kentucky,2004-04-01,3770,NA,901,59,1
Kentucky,2004-06-01,3771,NA,925,62,1
Kentucky,2004-07-01,3771,NA,925,62,1
Kentucky,2004-08-01,3771,NA,993,65,1
Kentucky,2004-09-01,3771,NA,1037,78,1
Kentucky,2004-10-01,3771,NA,1090,83,1
Kentucky,2004-11-01,3771,NA,1090,83,1
Kentucky,2004-12-01,3771,NA,1090,83,1
Kentucky,2005-01-01,5301,NA,NA,102,1
Kentucky,2005-02-01,5301,NA,NA,102,1
Kentucky,2005-03-01,6246,NA,954,111,1
Kentucky,2005-04-01,6450,NA,990,113,1
Kentucky,2005-05-01,6585,NA,1054,121,1
Kentucky,2005-06-01,7736,NA,1088,124,1
Kentucky,2005-07-01,8549,NA,1118,130,1
Kentucky,2005-08-01,9074,NA,1153,135,1
Kentucky,2005-09-01,9074,NA,1199,154,1
Kentucky,2005-10-01,9103,NA,1224,165,1
Kentucky,2005-11-01,9103,NA,1224,165,1
Kentucky,2005-12-01,9103,NA,1351,193,1
Kentucky,2006-01-01,9103,NA,1351,193,1
Kentucky,2006-02-01,NA,NA,1369,198,1
Kentucky,2006-03-01,NA,NA,1430,201,1
Kentucky,2006-04-01,NA,NA,1430,201,1
Kentucky,2006-05-01,9539,NA,1492,202,1
Kentucky,2006-06-01,9539,NA,1549,207,1
Kentucky,2006-07-01,9539,NA,1574,210,1
Kentucky,2006-08-01,9539,NA,1641,213,1
Kentucky,2006-09-01,9986,NA,1659,221,1
Kentucky,2006-10-01,10482,NA,1683,237,1
Kentucky,2006-11-01,10739,NA,1735,242,1
Kentucky,2006-12-01,10802,NA,1759,249,1
Kentucky,2007-01-01,10802,NA,1759,249,1
Kentucky,2007-02-01,NA,NA,1827,257,1
Kentucky,2007-03-01,10902,NA,1874,263,1
Kentucky,2007-04-01,10999,NA,1876,269,1
Kentucky,2007-05-01,11051,NA,1906,274,1
Kentucky,2007-06-01,11415,NA,1931,281,1
Kentucky,2007-07-01,11597,NA,1981,289,1
Kentucky,2007-08-01,11597,NA,1981,289,1
Kentucky,2007-09-01,12017,NA,2059,299,1
Kentucky,2007-10-01,12325,NA,2116,299,1
Kentucky,2007-11-01,12325,NA,2116,299,1
Kentucky,2007-12-01,12728,NA,2174,309,1
Kentucky,2008-01-01,12728,NA,2174,309,1
Kentucky,2008-02-01,12728,NA,2174,309,1
Kentucky,2008-03-01,12728,NA,2174,309,1
Kentucky,2008-04-01,12728,NA,2174,309,1
Kentucky,2008-05-01,12826,NA,2353,328,1
Kentucky,2008-06-01,13265,NA,2446,350,1
Kentucky,2008-07-01,NA,NA,NA,NA,1
Kentucky,2008-08-01,13631,NA,2500,351,1
Kentucky,2008-09-01,13762,NA,2531,355,1
Kentucky,2008-10-01,14235,NA,2563,355,1
Kentucky,2008-11-01,14644,NA,2589,362,1
Kentucky,2008-12-01,15031,NA,2601,364,1
Kentucky,2009-01-01,15181,NA,2639,366,1
Kentucky,2009-02-01,15530,NA,2678,369,1
Kentucky,2009-03-01,15667,NA,2710,369,1
Kentucky,2009-04-01,16509,NA,2737,382,1
Kentucky,2009-05-01,16856,NA,2763,395,1
Kentucky,2009-06-01,17435,NA,2793,404,1
Kentucky,2009-07-01,17906,NA,2834,412,1
Kentucky,2009-08-01,NA,NA,NA,NA,1
Kentucky,2009-11-01,19708,NA,2943,433,1
Kentucky,2009-12-01,20178,NA,2979,439,1
Kentucky,2010-01-01,20519,NA,3000,443,1
Kentucky,2010-02-01,21228,NA,3034,455,1
Kentucky,2010-04-01,24021,NA,3126,470,1
Kentucky,2010-05-01,25008,NA,3148,482,1
Kentucky,2010-06-01,26053,NA,3175,496,1
Kentucky,2010-07-01,27165,NA,3204,502,1
Kentucky,2010-08-01,29548,NA,3242,520,1
Kentucky,2010-11-01,NA,NA,3366,539,1
Kentucky,2010-12-01,NA,NA,3388,548,1
Kentucky,2011-02-01,NA,NA,3474,580,1
Kentucky,2011-07-01,35187,NA,3644,668,1
Kentucky,2011-08-01,37111,NA,3672,685,1
Kentucky,2011-09-01,41068,NA,3705,699,1
Kentucky,2011-10-01,43358,NA,3737,716,1
Kentucky,2012-05-01,67862,0,4021,804,1
Kentucky,2012-06-01,69087,0,4059,814,1
Kentucky,2012-07-01,70342,0,4087,838,1
Kentucky,2012-08-01,72621,0,4154,851,1
Kentucky,2012-09-01,73528,0,4178,861,1
Kentucky,2012-11-01,77261,0,4253,899,1
